Aerodromo_de_Destino,Aerodromo_de_Origem,CLS,Categoria_da_Aeronave,Classificacao_da_Ocorrência,Danos_a_Aeronave,Data_da_Ocorrencia,Descricao_do_Tipo,Fase_da_Operacao,Historico,Hora_da_Ocorrência,ICAO,Ilesos_Passageiros,Ilesos_Tripulantes,Latitude,Lesoes_Desconhecidas_Passageiros,Lesoes_Desconhecidas_Terceiros,Lesoes_Desconhecidas_Tripulantes,Lesoes_Fatais_Passageiros,Lesoes_Fatais_Terceiros,Lesoes_Fatais_Tripulantes,Lesoes_Graves_Passageiros,Lesoes_Graves_Terceiros,Lesoes_Graves_Tripulantes,Lesoes_Leves_Passageiros,Lesoes_Leves_Terceiros,Lesoes_Leves_Tripulantes,Longitude,Matricula,Modelo,Municipio,Nome_do_Fabricante,Numero_da_Ficha,Numero_da_Ocorrencia,Numero_de_Assentos,Operacao,Operador,Operador_Padronizado,PMD,PSSO,Regiao,Tipo_ICAO,Tipo_de_Aerodromo,Tipo_de_Ocorrencia,UF
,,L1P,TPP,Acidente,null,2007-03-07,null,null,null,null,null,0,0,null,0,0,0,0,0,0,0,0,1,5,0,0,null,PTDLK,A36,null,BEECH AIRCRAFT,/2007,5149,6,Voo Privado,SEMEAR COMERCIAL AGRICOLA LTDA,SEMEAR COMERCIAL AGRICOLA LTDA,1633,verdadeiro,Nordeste,BE36,null,null,BA
SBGR,LSZH,null,ESTRANGEIRA,Incidente,Nenhum,2013-11-06,PERDA DE SEPARAÇÃO / COLISÃO EM VOO,Descida,Approach to Sao Paulo about 25 Minutes before landing over PCL VOR we got an unexpected TCAS Traffic warning and very shortly thereafter TCAS RA “Level Off”. At that time we were in “Altitude Capture” Phase reaching FL 240. F/O was flying pilot. He switched the Autopilot off and levelled off or even climbed to stay well in the green band. We had no visual contact because we just reached the top of the clouds. Our TCAS showed the conflicting traffic passing exactly below us. The symbol stayed red until after the passing. When “Clear of conflict” we continued descend to cleared flight level.Unfortunately two passengers who were standing in the back of the aircraft fell down and got injured. One slightly but the other one with strong bleeding head injuries. A doctor among the passengers gave her first aid and after landing she was taken care off by a medical team. During the incident we didn’t get any traffic information or help from ATC (Brasilia FIR). There was also no TCAS call heard by the other traffic. Already before the RA I asked several times about our clearance after passing PCL VOR. We either didn’t get it or we didn’t understand what the controller said. Our frequency was quite busy and there was a lot of communication in local language. After my report “TCAS RA” we heard no reaction or explanation. I finally declared Pan Pan and requested approach priority as well as medical assistance on ground. Unfortunately none of our reports were properly confirmed by the controller. Only after switching to Sao Paulo approach communication improved and we got proper clearances and finally direct routing to the intermediate approach. We set priority for a quick and safe approach (fully IMC) so there was no time for a specific PA. Tower and ground control were very helpful. As soon as the jetty was connected the ambulance was ready.After deboarding maintenance was asked to remove CVR for investigation. I further made a call to our fleet chief to give some first-hand information. Than I did a debriefing with the whole crew and explained what happened in our view. M/C and his crew did a very good job. Therewere only about 20 Minutes to the landing but everything was well organized and the cabin secured before the landing.,09:30:00,null,0,0,"-21,8378",0,0,0,0,0,0,0,0,0,0,0,0,"-46,5661",HBJMN,null,POÇOS DE CALDAS,null,2122/2013,4902,null,Voo Regular,SWISS INTERNATIONAL AIRLINES,SWISS INTERNATIONAL AIRLINES,null,falso,Sudeste,null,null,MAC,MG
,,L1P,TPP,Acidente,null,2003-11-04,null,null,"A aeronave decolou de uma pista não registrada localizada em São Félix do Xingu - PA, para realizar o lançamento de sementes de feijão sobre uma área a cerca de 15 km da pista. Havia duas pessoas a bordo, sendo que a que estava no comando da aeronave não possuía habilitação como piloto. No regresso, o motor parou de funcionar e a aeronave realizou um pouso forçado na mata, sofrendo avarias graves. Aquele que estava no comando permaneceu ileso e o passageiro sofreu ferimentos leves.",null,null,0,1,null,0,0,0,0,0,0,0,0,0,0,0,0,null,PTDTF,182N,null,CESSNA AIRCRAFT,/2003,5365,4,Voo Privado,ARNOR ARAUJO SILVA,ARNOR ARAUJO SILVA,1338,verdadeiro,null,C182,null,null,Indeterminado
SBSP,SBSP,L2J,TPP,Ocorrência Anormal,Leve,2013-02-09,null,Outras,"Aeronave pousou no dia 06/02/2013 às 13:30h e foi parqueada (estacionada) no pátio de manobras em frente ao hangar II da Líder Aviação.No dia 09/02/2013, por volta das 10:00h, auxiliar de pista ao passar perto da aeronave modelo Learjet 45 percebeu que um dos pára-brisas da aeronave estava estilhaçado, vindo a reportar imediatamente tal fato ao superior imediato.",13:00:00,null,0,0,"-23,6261",0,0,0,0,0,0,0,0,0,0,0,0,"-46,6564",PRRNF,45 (LEARJET 40),SÃO PAULO,LEARJET,0336/2013,434,9,Voo Privado,HEBER PARTICIPAÇÕES,HEBER PARTICIPACOES,9525,verdadeiro,Sudeste,LJ40,null,null,SP
,,L2J,TPR,Ocorrência Anormal,null,2010-02-20,null,null,A AERONAVE PR-MBT EFETUANDO O VOO JJ3572 TRECHO SBBR//SBIZ DURANTE INSPEÇÃO DE TRÂNSITO FOI CONSTATADO COLISÃO COM PÁSSARO NO RADOME.,null,null,0,0,null,0,0,0,0,0,0,0,0,0,0,0,0,null,PRMBT,A320-233,null,AIRBUS S.A.S.,121/2010,682,184,Voo Regular,TAM,TAM,77000,verdadeiro,Nordeste,A320,null,null,MA
SBLO,SBLO,L1P,PRI,Incidente,Leve,2016-01-21,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,Táxi,"A AERONAVE DECOLOU DO AEROPORTO DE LONDRINA, PR (SBLO) ÀS 09 HORAS (UTC), PARA REALIZAR VOO LOCAL DE INSTRUÇÃO, COM DOIS TRIPULANTES A BORDO. APÓS O POUSO FINAL, QUANDO ESTAVA TAXIANDO NA RETAGUARDA DAS POSIÇÕES 2 E 3, O PILOTO OBSERVOU QUE O PNEU DO TREM PRINCIPAL ESQUERDO ESTAVA FURADO.",12:00:00,null,0,2,"-23,3303",0,0,0,0,0,0,0,0,0,0,0,0,"-51,1367",PTNZD,EMB-712,LONDRINA,NEIVA,201602121336441/2016,6685,4,Voo de Instrução,AEROCLUBE DE LONDRINA,AEROCLUBE DE LONDRINA,1157,verdadeiro,Sul,P28A,null,SCF-NP,PR
SBJC,SBJC,L1P,PRI,Incidente,Leve,2016-07-05,COLISÃO COM AVE,Decolagem,"DURANTE A DECOLAGEM DO AEROPORTO BRIGADEIRO PROTÁSIO DE OLIVEIRA (SBJC), ÀS 12H40MIN (UTC), PARA REALIZAÇÃO DE INSTRUÇÃO AÉREA, OCORREU A COLISÃO DE UM QUERO-QUERO COM A ASA DIREITA DA AERONAVE. O VOO PROSSEGUIU NORMALMENTE. APÓS O POUSO FOI PERCEBIDO UM AMOLGAMENTO NO BORDO DE ATAQUE DA ASA DIREITA.",12:40:00,null,0,2,"-1,415",0,0,0,0,0,0,0,0,0,0,0,0,"-48,4589",PRBOS,152,BELÉM,CESSNA AIRCRAFT,201607151210408/2016,6915,2,Voo de Instrução,ESCOLA INTERNACIONAL DE AVIAÇÃO CIVIL S/A,ESCOLA INTERNACIONAL DE AVIACAO CIVIL S/C LTDA,757,verdadeiro,Norte,C152,null,BIRD,PA
SBPA,SSIJ,L2P,TPP,Incidente,Leve,2016-01-22,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,Corrida após pouso,"A AERONAVE DECOLOU DE IJUÍ, RS (SSIJ) PARA PORTO ALEGRE, RS (SBPA) COM UM TRIPULANTE E CINCO PASSAGEIROS A BORDO, A FIM DE REALIZAR VOO PARTICULAR DE TRANSPORTE DE PASSAGEIRO. APÓS O POUSO EM SBPA, ENQUANTO TAXIAVA PELA TWY D, O PILOTO REPORTOU À TORRE DE CONTROLE QUE O PNEU DIANTEIRO DA AERONAVE HAVIA MURCHADO E SOLICITOU APOIO PARA RETIRADA DA AERONAVE DA REFERIDA TAXIWAY.",12:29:00,null,5,1,"-29,9939",0,0,0,0,0,0,0,0,0,0,0,0,"-51,1711",PRSID,58,PORTO ALEGRE,BEECH AIRCRAFT,201603011809164/2016,6861,6,Voo Privado,GADE REPRESENTACOES LTDA,GADE REPRESENTACOES LTDA,2449,verdadeiro,Sul,BE58,null,SCF-NP,RS
SBBP,SBBP,L1P,PRI,Incidente,Leve,2023-05-04,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,Corrida após pouso,"A aeronave decolou do aeródromo Estadual Arthur Siqueira (SBBP), Bragança Paulista, SP, a fim de realizar um voo local de instrução, com uma aluno-piloto a bordo e instrutor em solo. Após realizar o terceiro pouso na localidade, houve o estouro do pneu do Trem de Pouso Auxiliar da aeronave. Procedeu-se a desaceleração e a parada final ocorreu dentro dos limites da pista do aeródromo.",19:09:00,SBBP,null,1,"-22,5845",null,null,null,null,null,null,null,null,null,null,null,null,"-46,3215",PRCRL,152,BRAGANÇA PAULISTA,CESSNA AIRCRAFT,2023864387,37166,2,Voo Privado,AERO CLUB DE BRAGANÇA PAULISTA,AERO CLUB DE BRAGANÇA PAULISTA,757,verdadeiro,Sudeste,C152,Público,SCF-NP,SP
SBBR,SBMO,L2J,TPR,Incidente,Leve,2022-05-11,COLISÃO COM AVE,Decolagem,"A aeronave decolou do Aeroporto de Maceió – Zumbi dos Palmares (SBMO), Maceió, AL, com destino ao Aeroporto de Brasília – Presidente Juscelino Kubitschek (SBBR), Brasília, DF, a fim de realizar transporte aéreo público regular, com seis tripulantes e cento e quarenta e um passageiros a bordo. Durante a decolagem de SBMO, houve a colisão de uma ave contra o tubo de pitot do lado direito da aeronave. A decolagem foi continuada e, a seguir, a aeronave retornou para o pouso, que ocorreu sem anormalidades no aeródromo de origem.",21:05,SBMO,141,6,"-9,51083",null,null,null,null,null,null,null,null,null,null,null,null,"-35,7917",PRXMV,737-8 MAX,MACEIÓ,BOEING COMPANY,2022684933,32048,196,Voo Regular,GOL LINHAS ÁEREAS S;A,GOL LINHAS ÁEREAS S;A,82644,verdadeiro,Nordeste,B38M,Público,BIRD,AL
SWLC,null,L1P,TPP,Incidente Grave,Leve,2021-04-06,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,Decolagem,"A aeronave decolou do Aeródromo André Textor (SNON), Montividiu, GO, com destino ao Aeródromo General Leite de Castro (SWLC), Rio Verde, GO, por volta das 17h10min (UTC), a fim de realizar um voo de traslado para reabastecimento, com um piloto a bordo. Logo após a decolagem, ao comandar o recolhimento de trem de pouso, o piloto percebeu que a luz de trânsito havia permanecido acesa, indicando que o trem não estava travado. O piloto prosseguiu para SWLC. Ao chegar no destino, o trem de pouso não travou embaixo. Foram realizadas duas passagens baixas sobre a pista, onde o pessoal no solo constatou que o trem não estava completamente baixado. Após várias tentativas frustradas de recolhimento/baixamento do trem de pouso, o piloto resolveu prosseguir para pouso. Após o pouso, houve o recolhimento do trem auxiliar e a aeronave percorreu aproximadamente 300 metros sobre a pista, até sua parada total. A aeronave teve danos leves, restritos a carenagem e ao conjunto de hélices. O piloto saiu ileso.",17:50,SWLC,null,1,"-17,8362",null,null,null,null,null,null,null,null,null,null,null,null,"-50,9563",PRODE,A36,RIO VERDE,BEECH AIRCRAFT,202124942,27785,6,Voo Privado,LUIS AUGUSTO ROSA VALIM,LUIS AUGUSTO ROSA VALIM,1653,verdadeiro,Centro-Oeste,BE36,Público,SCF-NP,GO
SBRF,SBRP,L2J,TPR,Incidente,Nenhum,2021-06-13,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,Subida,"A AERONAVE DECOLOU DO AERÓDROMO LEITE LOPES (SBRP), RIBEIRÃO PRETO, SP, COM DESTINO AO AERÓDROMO GUARARAPES-GILBERTO FREYRE (SBRF), RECIFE, PE, A FIM DE REALIZAR TRANSPORTE AÉREO PÚBLICO REGULAR, COM SEIS TRIPULANTES E OITENTA E DOIS PASSAGEIROS A BORDO. APÓS A DECOLAGEM, A AERONAVE APRESENTOU A INDICAÇÃO HYDRAULIC GREEN SYSTEM LOW PRESSURE. A TRIPULAÇÃO EFETUOU OS PROCEDIMENTOS PREVISTOS NO QRH E DECIDIU POR ALTERNAR O VOO PARA O AERÓDROMO VIRACOPOS (SBKP) CAMPINAS, SP. NÃO FOI DECLARADA EMERGÊNCIA. O POUSO FOI REALIZADO SEM INTERCORRÊNCIAS. A AERONAVE NÃO TEVE DANOS. OS SEIS TRIPULANTES E OS OITENTA E DOIS PASSAGEIROS SAÍRAM ILESOS.",11:35,SBKP,82,6,"-23,0069",null,null,null,null,null,null,null,null,null,null,null,null,"-47,1344",PRYRB,A320-251N,CAMPINAS,AIRBUS S.A.S.,202180833,28464,183,Voo Regular,AZUL LINHAS AÉREAS BRASILEIRAS S.A.,AZUL LINHAS AÉREAS BRASILEIRAS S.A.,77000,verdadeiro,Sudeste,A20N,Público,SCF-NP,SP
null,null,L2J,TPR,Ocorrência de Solo,Leve,2022-11-03,OPERAÇÕES NO SOLO,Estacionamento,"Durante o serviço de comissaria, com a aeronave estacionada no pátio do Aeródromo de Congonhas (SBSP), São Paulo, SP, o caminhão da prestadora de serviço colidiu com a aeronave.",06:30:00,SBSP,null,null,"-23,3734",null,null,null,null,null,null,null,null,null,null,null,null,"-46,3923",PRMBV,A319-132,SÃO PAULO,AIRBUS S.A.S.,2022810551,34887,154,Voo Regular,TAM LINHAS AÉREAS S.A.,TAM LINHAS AÉREAS S.A.,75500,verdadeiro,Sudeste,A319,Público,RAMP,SP
SBKP ,SBCF ,L2J,TPR,Incidente,Nenhum,2023-07-21,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,Pouso,"A aeronave decolou do aeroporto Tancredo Neves (SBCF), Belo Horizonte, MG, com destino ao aeroporto Viracopos (SBKP), Campinas, SP, afim de realizar transporte aéreo público regular. Durante a descida foi verificado um odor de queimado, que logo após cessou. A tripulação realizou o pouso normalmente no aeroporto de destino. Não houve mais intercorrências.",13:07:00,SBKP,null,null,"-23,0025",null,null,null,null,null,null,null,null,null,null,null,null,"-47,0804",PRYRS,A320-253N,CAMPINAS ,AIRBUS S.A.S.,202384147386,38328,182,Voo Regular,AZUL LINHAS AÉREAS BRASILEIRAS S.A.,AZUL LINHAS AÉREAS BRASILEIRAS S.A.,77000,verdadeiro,Sudeste,A20N,Público,SCF-NP,SP
null,null,H1T,M37,Incidente,Nenhum,2022-04-22,OUTROS,Cruzeiro,"A aeronave decolou da Barragem Forquilha IV (Fora de aeródromo) para um voo local de transporte de carga externa por volta das 15h10min com um piloto a bordo. Durante o voo ocorreu o alijamento involuntário da carga externa, ocorrendo o impacto em região desabitada.",15:20,Fora de Aeródromo,null,1,"-20,3908",null,null,null,null,null,null,null,null,null,null,null,null,"-43,8511",PRHGL,AS 350 B3,OURO PRETO,HELIBRAS,2022696340,31848,6,Operação Especializada,HELISUL TAXI AEREO LTDA,HELISUL TAXI AEREO LTDA,2250,verdadeiro,Sudeste,AS50,-,OTHR,MG
SBSV,9PMM,H2T,M05,Incidente,Leve,2022-11-09,OUTROS,Aproximação,"A aeronave decolou do heliponto da Plataforma de Manati (9PMM), Bacia de Camamu, BA, por volta das 12h50min (UTC), com destino ao Aeródromo Deputado Luís Eduardo Magalhães (SBSV), Salvador, BA, para transporte de passageiro, com dois pilotos e um passageiro a bordo. Durante a realização do pós-voo em SBSV, a equipe de manutenção reportou dano em uma das pás do rotor principal, provocado por objeto, com indícios de projétil de arma de fogo.",14:15:00,SBSV,1,2,"-12,5431",null,null,null,null,null,null,null,null,null,null,null,null,"-38,1921",PRLDW,S-76C,SALVADOR,SIKORSKY AIRCRAFT,2022286067,34926,14,Táxi Aéreo,LIDER TAXI AEREO S.A - AIR BRASIL,LIDER TAXI AEREO S A AIR BRASIL,5307,verdadeiro,Nordeste,S76,Público,OTHR,BA
SBCT ,SBRJ ,L2J,TPR,Incidente,Leve,2023-08-16,COLISÃO COM AVE,Subida,"A aeronave decolou do aeroporto Santos Dumont (SBRJ), Rio de Janeiro, RJ, com destino ao aeroporto Afonso Pena (SBCT), Curitiba, PR, a fim de realizar transporte aéreo público regular. Após a fase de decolagem, ocorreu a colisão de uma ave com o profundor direito da aeronave. Durante a inspeção pós-pouso no aeroporto de destino (SBCT), foi verificado danos no profundor.",22:20:00,SBRJ,null,null,"-22,5436",null,null,null,null,null,null,null,null,null,null,null,null,"-43,0945",PRGGX,737-8EH,RIO DE JANEIRO ,BOEING COMPANY,202392596499,38530,196,Voo Regular,GOL LINHAS AEREAS S.A,GOL,70533,verdadeiro,Sudeste,B738,Público,BIRD,RJ
null,null,L1P,PET,Incidente Grave,Leve,2021-10-01,EXCURSÃO DE PISTA,Decolagem,"Durante a corrida de decolagem, em aeródromo não identificado, no município de Campo Novo do Parecis, MT, o piloto abortou a mesma, vindo a sair da pista, colidindo contra obstáculos da cabeceira oposta.",12:00,Aeródromo não cadastrado,null,1,"-13,7314",null,null,null,null,null,null,null,null,null,null,null,null,"-57,8917",PRZSL,EXPLORER,CAMPO NOVO DO PARECIS,INPAER INDÚSTRIA PAULISTA DE AERONÁUTICA,2022403028,33508,4,Voo Experimental,NEWTON LOPES FILHO,NEWTON LOPES FILHO,1200,falso,Centro-Oeste,ZZZZ,null,RE,MT
SBCF,SBKP,L2J,TPR,Incidente,Nenhum,2021-04-16,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,Subida,"A AERONAVE DECOLOU DO AERÓDROMO VIRACOPOS (SBKP), CAMPINAS, SP, COM DESTINO AO AERÓDROMO CONFINS-TANCREDO NEVES (SBCF), BELO HORIZONTE, MG, A FIM DE REALIZAR TRANSPORTE AÉREO PÚBLICO REGULAR, COM CINCO TRIPULANTES E NOVENTA E QUATRO PASSAGEIROS A BORDO. DURANTE A FASE DE SUBIDA, A AERONAVE APRESENTOU A INDICAÇÃO LG WOW SYS FAIL. A TRIPULAÇÃO EFETUOU OS PROCEDIMENTOS PREVISTOS NO QRH E DECIDIU POR RETORNAR PARA O AERÓDROMO DE ORIGEM, SEM DECLARAR EMERGÊNCIA. O POUSO FOI REALIZADO SEM INTERCORRÊNCIAS. A AERONAVE NÃO TEVE DANOS. OS CINCO TRIPULANTES E OS NOVENTA E QUATRO PASSAGEIROS SAÍRAM ILESOS.",12:07,SBKP,94,5,"-23,0069",null,null,null,null,null,null,null,null,null,null,null,null,"-47,1344",PRAYV,ERJ 190-200 LR,CAMPINAS,EMBRAER,202161927,27888,125,Voo Regular,AZUL LINHAS AEREAS BRASILEIRAS S.A,AZUL,50790,verdadeiro,Sudeste,E195,Público,SCF-NP,SP
null,null,L1P,TPP,Acidente,Substancial,2022-06-15,INDETERMINADO,Corrida após pouso,"A aeronave decolou de uma pista desconhecida com destino a pista não cadastrada do Garimpo Estrela do Norte, Itaituba, PA, em horário desconhecido, a fim de realizar voo de transporte de mantimentos, com um piloto a bordo. Durante a corrida após o pouso a aeronave pilonou.",15:30,Fora de Aeródromo,null,null,"-5,31388",null,null,null,null,null,1,null,null,null,null,null,null,"-57,6592",PTJUM,182P,ITAITUBA,CESSNA AIRCRAFT,2022795482,32466,4,Voo Privado,JOSE SELOMAR DA SILVA OLIVEIRA,JOSE SELOMAR DA SILVA OLIVEIRA,1338,verdadeiro,Norte,C182,-,UNK,PA
SBJR,9PAA,H2T,TPX,Incidente,Nenhum,2020-06-09,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,Em rota,"A decolou da plataforma NS41 com destino ao Aeródromo de Jacarepaguá (SBJR), Rio de Janeiro, RJ, a fim de realizar voo off-shore, com três tripulantes e dez passageiros a bordo. Durante o voo de cruzeiro a 1500ft ocorreu o acendimento da Luz Baixo Nível do reservatório de óleo hidráulico. Apesar das pressões nos três sistemas hidráulicos permanecerem normais a tripulação realizou um pouso de precaução em FPSO, Heliponto em Unidade Marítima. A aeronave não teve danos. Os três tripulantes e os dez passageiros saíram ilesos.",14:35,Fora de Aeródromo,10,3,"24,183",null,null,null,null,null,null,null,null,null,null,null,null,"42,4241",PRBGN,S-92A,Rio de Janeiro,SIKORSKY AIRCRAFT,202048943,24462,21,Táxi Aéreo,CHC DO BRASIL TAXI AEREO S.A,CHC DO BRASIL TAXI AEREO S.A,12020,verdadeiro,Sudeste,S92,-,SCF-NP,RJ
SIME,XXXX,L1P,TPP,Acidente,Destruída,2014-08-30,INDETERMINADO,Decolagem,APÓS A DECOLAGEM O MOTOR PERDEU POTÊNCIA E A AERONAVE NÃO CONSEGUIU GANHAR ALTURA. EM CONSEQUÊNCIA O PILOTO EFETUOU UM POUSO FORÇADO E APÓS A PARADA A AERONAVE INCENDIOU-SE.,13:10:00,null,2,1,"-8,495",0,0,0,0,0,0,0,0,0,0,0,0,"-51,2183",PTLVV,F33A,CUMARU DO NORTE,BEECH AIRCRAFT,1495/2014,6135,5,Voo Privado,MARIA LUIZA PINTO DA SILVA FERRAZ,MARIA LUIZA PINTO DA SILVA FERRAZ,1383,verdadeiro,Norte,BE33,null,UNK,PA
,,L2J,TPR,Incidente,null,2012-06-30,PERDA DE SEPARAÇÃO / COLISÃO EM VOO,Aproximação,"Efetuando o procedimento RNAV D 02R entre os fixos RJ033 e RJ034 a tripulação do ONE 6018 foi alertada de resolution Advisory devido a um helicóptero que, segundo informou a torre SDU,  deveria estar voando a 500ft agl próximo a área do Maracanã . A altitude no fixo RJ034 é de 1100 ft de forma que a aeronave estava descendo para esta altitude mas ainda com razão de descida em torno de 700ft/min quando houve a ocorrência. O Alerta impôs uma redução na razão de decida e durou alguns segundos. Imediatamente após a ocorrência, a tripulação reportou à torre SDU. A aeronave seguiu para pouso em segurança.",null,null,0,0,null,0,0,0,0,0,0,0,0,0,0,0,0,null,PRAVD,A319-115,null,AIRBUS S.A.S.,1314/2012,3230,141,Voo Regular,OCEANAIR,OCEANAIR,75500,verdadeiro,Sudeste,A319,null,MAC,RJ
,,L1P,PRI,Incidente Grave,null,2012-05-25,FALHA OU MAU FUNCIONAMENTO DO MOTOR,null,"Durante um voo de treinamento em navegação, entre as cidade de Umuarama e Cascavel, afastado aproximadamente 18NM de Cascavel, na magnética 207°, livrando o nível de cruzeiro (FL045), em descida para a altitude de tráfego (3500), a aeronave apresentou uma perda parcial de potência (de 2300 RPM para 1400 RPM).",null,null,0,0,null,0,0,0,0,0,0,0,0,0,0,0,0,null,PTDFZ,150H,null,CESSNA AIRCRAFT,1014/2012,3147,2,Voo Privado,WEST WINGS ESCOLA DE AVIACAO LTDA,WEST WINGS ESCOLA DE AVIACAO LTDA,725,verdadeiro,Sul,C150,null,SCF-PP,PR
SBPA,SBSM,L2T,TPR,Incidente,Leve,2012-10-03,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,Pouso,"APÓS O POUSO DA AERONAVE, DURANTE O TAXI OCORREU UM ESVAZIAMENTO DO PNEU ESQUERDO DEVIDO A UM FURO NO MESMO.",11:40:00,null,3,2,"-29,9939",0,0,0,0,0,0,0,0,0,0,0,0,"-51,1711",PRNHB,L410UVP-E20,null,LET,1979/2012,3510,21,Voo Regular,NHT LINHAS AÉREAS LTDA,NHT LINHAS AEREAS LTDA,6600,verdadeiro,Sul,L410,null,SCF-NP,RS
SWFN,XXXX,L2P,TPP,Acidente,Substancial,2014-04-16,FALHA OU MAU FUNCIONAMENTO DO MOTOR,Em rota,"A aeronave, possivelmente, procedente de Canutama/AM com destino ao aeródromo de Flores (SWFN), tendo a bordo o piloto e uma passageiro, efetuou um pouso de emergência na Fazenda Bom Jesus. A equipe de ação inicial constatou que a aeronave estava com sua aeronavegabilidade suspensa pelos códigos 1 e 8, respectivamente acidente e Inspeção Anual de Manutenção vencida.",20:40:00,null,0,0,"-3,13833",0,0,0,0,0,0,0,0,0,1,0,1,"-60,2556",PTISH,PA-34-200,IRANDUBA,PIPER AIRCRAFT,0692/2014,5780,7,Voo Privado,CARLOS EDUARDO GOMES LIMA,CARLOS EDUARDO GOMES LIMA,1905,verdadeiro,Norte,PA34,null,SCF-PP,AM
SBBH,SNDV,L2P,TPP,Ocorrência Anormal,Nenhum,2014-06-18,null,Circuto de Tráfego,"A aeronave apresentou falha de indicação do trem de pouso, porém realizou o pouso sem problemas.",23:11:00,null,0,1,"-19,8519",0,0,0,0,0,0,0,0,0,0,0,0,"-43,9506",PTLQY,310R,BELO HORIZONTE,CESSNA AIRCRAFT,1054/2014,5926,6,Voo Privado,MF ORGANIZAÇÃO E EVENTOS LTDA,MF ORGANIZACAO E EVENTOS LTDA,2495,verdadeiro,Sudeste,C310,null,null,MG
SBHT,SBBE,L2T,TPR,Ocorrência Anormal,Nenhum,2014-05-08,null,Subida,"Após a decolagem do voo AZU2822 de Belém para Altamira, retornou devido pane de AHRS 1, sistema de navegação do lado do Cmt. Não foi declarada emergência ou prioridade. O pouso transcorreu normalmente e os clientes desembarcaram sem intercorrências para aguardar a verificação da aeronave. Clientes foram reembarcados na mesma aeronave, após ela ser liberada pela manutenção para seguir o voo.",01:31:00,null,56,4,"-1,38472",0,0,0,0,0,0,0,0,0,0,0,0,"-48,4789",PPPTX,ATR-72-212A,BELÉM,AEROSPATIALE AND ALENIA,0804/2014,5840,73,Voo Regular,TRIP,TRIP,22500,verdadeiro,Norte,AT72,null,null,PA
,,L2J,TPR,Incidente,null,2011-04-22,COLISÃO COM AVE,null,"Após a decolagem, efetuando a SID - Orago com curva a direita - subindo direto p/ o nivel 340, ao final do After Take-off a uns 2000ft´s AGL, aeronave foi atingida por um urubu bem no Radome, pousamos em Campinas com segurança.",null,null,0,0,null,0,0,0,0,0,0,0,0,0,0,0,0,null,PRAYA,ERJ 190-200 IGW,null,EMBRAER,256/2011,2025,125,Voo Regular,AZUL,AZUL,52290,verdadeiro,Nordeste,E190,null,BIRD,AL
,,L2J,TPP,Incidente,null,2011-04-12,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,null,"Durante o pouso no Aeroporto Campo de Marte, na cabeceira 30, no momento do toque, pudemos sentir a tendência da aeronave em guinar para a direita, percebendo que o pneu direito teria furado, e entao aplicamos maior frenagem no conjunto de freio esquerdo, no qual provavelmente, com o aquecimento, tambem furou o outro pneu. Após esse ocorrido, freamos com mais força, até a parada completa da aeronave. Ao livrarmos a pista, mediante a dificuldade em continuar taxiando, chegamos a conclusao que os outros pneus também teriam furado, e após termos avaliado o ocorrido, decidimos informar a torre de controle deste aeroporto que não poderiamos taxiar a aeronave por meios próprios e solicitamos auxilio a Infraero para o desembarque dos passageiros na taxiway. Cerca de 2 horas após o ocorrido, o pessoal de manutenção, homologados para efetuarem serviços na aeronave, trocaram os pneus na taxiway, e 1 hora depois, já estavamos taxiando para o hangar de destino. Não houve nenhum tipo de lesão fisica em nenhum dos tripulantes e passageiros, nem danos materias com a aeronave, somente com os pneus do equipamento.",null,null,0,0,null,0,0,0,0,0,0,0,0,0,0,0,0,null,PRSZA,45,null,LEARJET,39/2011,1984,11,Voo Privado,SIGA INVESTIMENTOS E PARTICIPACOES L,SIGA INVESTIMENTOS E PARTICIPACOES L,9752,verdadeiro,Sudeste,LJ45,null,SCF-NP,SP
,,L2J,TPX,Incidente,null,2010-05-06,OUTROS,null,"A ANV PP-EPO MODELO AS65, FEZ APROXIMAÇÃO DIRETA PARA POSIÇÃO 11 NO PÁTIO PRINCIPAL E O JET-BLAST EMPURROU OS EQUIPAMENTOS GPU E EXTENSÃO QUE ESTAVAM EM CONEXÃO COM A ANV PR-MLR, COLIDINDO COM A PRÓPRIA ANV. CMTE PP-EPO RUNIVAU WELLINGTON SILVA ANAC: 3877 POB 2",null,null,0,0,null,0,0,0,0,0,0,0,0,0,0,0,0,null,PRMLR,60,null,LEARJET,48/2010,872,10,Táxi Aéreo,OCEANAIR TÁXI AÉREO LTDA,OCEANAIR TAXI AEREO LTDA,10660,verdadeiro,Sudeste,LJ60,null,OTHR,SP
